time,User%
2025-05-23 20:21:22,30.7
2025-05-23 20:21:23,9.7
2025-05-23 20:21:24,11.9
2025-05-23 20:21:25,11.6
2025-05-23 20:21:26,76.6
2025-05-23 20:21:27,10.1
2025-05-23 20:21:28,10.1
2025-05-23 20:21:29,10.0
2025-05-23 20:21:30,17.3
2025-05-23 20:21:31,44.4
2025-05-23 20:21:32,10.4
2025-05-23 20:21:33,17.1
2025-05-23 20:21:34,11.5
2025-05-23 20:21:35,63.8
2025-05-23 20:21:36,10.7
2025-05-23 20:21:37,12.5
2025-05-23 20:21:38,8.9
2025-05-23 20:21:39,14.9
2025-05-23 20:21:40,68.6
2025-05-23 20:21:41,12.0
2025-05-23 20:21:42,10.1
2025-05-23 20:21:43,9.8
2025-05-23 20:21:44,43.4
2025-05-23 20:21:45,34.0
2025-05-23 20:21:46,9.5
2025-05-23 20:21:47,9.0
2025-05-23 20:21:48,11.1
2025-05-23 20:21:49,52.7
2025-05-23 20:21:50,9.4
2025-05-23 20:21:51,9.5
2025-05-23 20:21:52,11.8
2025-05-23 20:21:53,42.1
2025-05-23 20:21:54,22.5
2025-05-23 20:21:55,10.1
2025-05-23 20:21:56,10.3
2025-05-23 20:21:57,11.4
2025-05-23 20:21:58,77.4
2025-05-23 20:21:59,9.8
2025-05-23 20:22:00,10.5
2025-05-23 20:22:01,11.8
2025-05-23 20:22:02,27.1
2025-05-23 20:22:03,70.7
2025-05-23 20:22:04,12.7
2025-05-23 20:22:05,11.7
2025-05-23 20:22:06,9.5
2025-05-23 20:22:07,38.0
2025-05-23 20:22:08,61.4
2025-05-23 20:22:09,11.4
2025-05-23 20:22:10,9.2
2025-05-23 20:22:11,9.5
2025-05-23 20:22:12,51.0
2025-05-23 20:22:13,26.8
2025-05-23 20:22:14,9.9
2025-05-23 20:22:15,9.5
2025-05-23 20:22:16,12.4
2025-05-23 20:22:17,78.4
2025-05-23 20:22:18,8.2
2025-05-23 20:22:19,9.2
2025-05-23 20:22:20,11.1
2025-05-23 20:22:21,20.9
2025-05-23 20:22:22,67.2
2025-05-23 20:22:23,9.8
2025-05-23 20:22:24,11.6
2025-05-23 20:22:25,10.1
2025-05-23 20:22:26,41.8
2025-05-23 20:22:27,57.7
2025-05-23 20:22:28,10.3
2025-05-23 20:22:29,11.3
2025-05-23 20:22:30,9.4
2025-05-23 20:22:31,59.3
2025-05-23 20:22:32,38.3
2025-05-23 20:22:33,11.1
2025-05-23 20:22:34,8.9
2025-05-23 20:22:35,9.2
2025-05-23 20:22:36,72.6
2025-05-23 20:22:37,41.9
2025-05-23 20:22:38,10.3
2025-05-23 20:22:39,9.7
2025-05-23 20:22:40,10.0
2025-05-23 20:22:41,50.8
2025-05-23 20:22:42,9.0
2025-05-23 20:22:43,9.2
2025-05-23 20:22:44,11.8
2025-05-23 20:22:45,35.7
2025-05-23 20:22:46,75.8
2025-05-23 20:22:47,9.5
2025-05-23 20:22:48,11.6
2025-05-23 20:22:49,10.8
2025-05-23 20:22:50,33.3
2025-05-23 20:22:51,51.6
2025-05-23 20:22:52,11.0
2025-05-23 20:22:53,12.4
2025-05-23 20:22:54,8.5
2025-05-23 20:22:55,61.6
2025-05-23 20:22:56,18.8
2025-05-23 20:22:57,19.3
2025-05-23 20:22:58,9.5
2025-05-23 20:22:59,9.5
2025-05-23 20:23:00,91.1
2025-05-23 20:23:01,10.8
2025-05-23 20:23:02,10.1
2025-05-23 20:23:03,8.4
2025-05-23 20:23:04,14.8
2025-05-23 20:23:05,90.5
2025-05-23 20:23:06,9.3
2025-05-23 20:23:07,9.5
2025-05-23 20:23:08,10.8
2025-05-23 20:23:09,18.4
2025-05-23 20:23:10,87.8
2025-05-23 20:23:11,10.5
2025-05-23 20:23:12,11.9
2025-05-23 20:23:13,10.5
2025-05-23 20:23:14,19.8
2025-05-23 20:23:15,67.5
2025-05-23 20:23:16,11.8
2025-05-23 20:23:17,11.6
2025-05-23 20:23:18,9.7
2025-05-23 20:23:19,43.4
2025-05-23 20:23:20,65.9
2025-05-23 20:23:21,17.3
2025-05-23 20:23:22,11.8
2025-05-23 20:23:23,9.6
2025-05-23 20:23:24,47.7
2025-05-23 20:23:25,42.9
2025-05-23 20:23:26,10.2
2025-05-23 20:23:27,10.1
2025-05-23 20:23:28,12.1
2025-05-23 20:23:29,62.8
2025-05-23 20:23:30,9.3
2025-05-23 20:23:31,9.0
2025-05-23 20:23:32,11.7
2025-05-23 20:23:33,23.0
2025-05-23 20:23:34,37.5
2025-05-23 20:23:35,9.6
2025-05-23 20:23:36,12.2
2025-05-23 20:23:38,10.2
2025-05-23 20:23:39,70.3
2025-05-23 20:23:40,10.5
2025-05-23 20:23:41,11.9
2025-05-23 20:23:42,9.9
2025-05-23 20:23:43,16.7
2025-05-23 20:23:44,44.4
2025-05-23 20:23:45,11.7
2025-05-23 20:23:46,11.3
2025-05-23 20:23:47,8.8
2025-05-23 20:23:48,66.2
2025-05-23 20:23:49,43.5
2025-05-23 20:23:50,19.1
2025-05-23 20:23:51,9.2
2025-05-23 20:23:52,9.7
2025-05-23 20:23:53,70.3
2025-05-23 20:23:54,42.1
2025-05-23 20:23:55,9.1
2025-05-23 20:23:56,10.8
2025-05-23 20:23:57,11.4
2025-05-23 20:23:58,67.9
2025-05-23 20:23:59,18.2
2025-05-23 20:24:00,9.3
2025-05-23 20:24:01,12.1
2025-05-23 20:24:02,11.7
2025-05-23 20:24:03,73.0
2025-05-23 20:24:04,9.9
2025-05-23 20:24:05,12.7
2025-05-23 20:24:06,10.0
2025-05-23 20:24:07,33.9
2025-05-23 20:24:08,39.5
2025-05-23 20:24:09,9.9
2025-05-23 20:24:10,8.9
2025-05-23 20:24:11,9.8
2025-05-23 20:24:12,48.6
2025-05-23 20:24:13,11.9
2025-05-23 20:24:14,11.1
2025-05-23 20:24:15,9.4
2025-05-23 20:24:16,40.6
2025-05-23 20:24:17,41.1
2025-05-23 20:24:18,10.8
2025-05-23 20:24:19,9.2
2025-05-23 20:24:20,9.2
2025-05-23 20:24:21,72.4
2025-05-23 20:24:22,42.0
2025-05-23 20:24:23,9.4
2025-05-23 20:24:24,10.5
2025-05-23 20:24:25,11.3
2025-05-23 20:24:26,70.0
2025-05-23 20:24:27,15.2
2025-05-23 20:24:28,9.5
2025-05-23 20:24:29,10.8
2025-05-23 20:24:30,9.5
2025-05-23 20:24:31,52.9
2025-05-23 20:24:32,10.2
2025-05-23 20:24:33,11.6
2025-05-23 20:24:34,9.9
2025-05-23 20:24:35,56.6
2025-05-23 20:24:36,30.1
2025-05-23 20:24:37,10.9
2025-05-23 20:24:38,10.8
2025-05-23 20:24:39,10.4
2025-05-23 20:24:40,78.3
2025-05-23 20:24:41,27.8
2025-05-23 20:24:42,10.9
2025-05-23 20:24:43,9.7
2025-05-23 20:24:44,10.0
2025-05-23 20:24:45,55.4
2025-05-23 20:24:46,9.2
2025-05-23 20:24:47,15.9
2025-05-23 20:24:48,10.5
2025-05-23 20:24:49,46.6
2025-05-23 20:24:50,35.6
2025-05-23 20:24:51,8.5
2025-05-23 20:24:52,10.5
2025-05-23 20:24:53,12.3
2025-05-23 20:24:54,64.9
2025-05-23 20:24:55,9.2
2025-05-23 20:24:56,11.1
2025-05-23 20:24:57,12.5
2025-05-23 20:24:58,24.0
2025-05-23 20:24:59,64.9
2025-05-23 20:25:00,9.7
2025-05-23 20:25:01,11.9
2025-05-23 20:25:02,10.0
2025-05-23 20:25:03,44.4
2025-05-23 20:25:04,57.9
2025-05-23 20:25:05,13.4
2025-05-23 20:25:06,10.0
2025-05-23 20:25:07,8.6
2025-05-23 20:25:08,53.8
2025-05-23 20:25:09,20.7
2025-05-23 20:25:10,9.5
2025-05-23 20:25:11,10.2
2025-05-23 20:25:12,11.1
2025-05-23 20:25:13,51.2
2025-05-23 20:25:14,10.0
2025-05-23 20:25:15,9.5
2025-05-23 20:25:16,9.9
2025-05-23 20:25:17,57.1
2025-05-23 20:25:18,48.6
2025-05-23 20:25:19,9.7
2025-05-23 20:25:20,17.1
2025-05-23 20:25:21,12.4
2025-05-23 20:25:22,58.3
2025-05-23 20:25:23,9.5
2025-05-23 20:25:24,11.0
2025-05-23 20:25:25,11.9
2025-05-23 20:25:26,19.0
2025-05-23 20:25:27,40.3
2025-05-23 20:25:28,10.8
2025-05-23 20:25:29,11.6
2025-05-23 20:25:30,8.7
2025-05-23 20:25:31,55.6
2025-05-23 20:25:32,10.0
2025-05-23 20:25:33,10.6
2025-05-23 20:25:34,8.7
2025-05-23 20:25:35,28.6
2025-05-23 20:25:36,41.6
2025-05-23 20:25:37,12.4
2025-05-23 20:25:38,8.6
2025-05-23 20:25:39,8.9
2025-05-23 20:25:40,60.5
2025-05-23 20:25:41,12.1
2025-05-23 20:25:42,9.5
2025-05-23 20:25:43,10.0
2025-05-23 20:25:44,25.5
2025-05-23 20:25:45,40.9
2025-05-23 20:25:46,9.2
2025-05-23 20:25:47,9.2
2025-05-23 20:25:48,10.5
2025-05-23 20:25:49,66.2
2025-05-23 20:25:50,16.5
2025-05-23 20:25:51,9.2
2025-05-23 20:25:52,10.2
2025-05-23 20:25:53,24.7
2025-05-23 20:25:54,72.7
2025-05-23 20:25:55,9.2
2025-05-23 20:25:56,11.4
2025-05-23 20:25:57,10.8
2025-05-23 20:25:58,35.0
2025-05-23 20:25:59,76.7
2025-05-23 20:26:00,10.6
2025-05-23 20:26:01,12.5
2025-05-23 20:26:02,8.7
2025-05-23 20:26:03,32.3
2025-05-23 20:26:04,51.2
2025-05-23 20:26:05,12.5
2025-05-23 20:26:06,8.7
2025-05-23 20:26:07,8.9
2025-05-23 20:26:08,51.0
2025-05-23 20:26:09,10.8
2025-05-23 20:26:10,9.7
2025-05-23 20:26:11,9.4
2025-05-23 20:26:12,24.5
2025-05-23 20:26:13,68.2
2025-05-23 20:26:14,10.6
2025-05-23 20:26:15,9.7
2025-05-23 20:26:16,18.2
2025-05-23 20:26:17,47.1
2025-05-23 20:26:18,22.3
2025-05-23 20:26:19,9.9
2025-05-23 20:26:20,10.6
2025-05-23 20:26:21,11.9
2025-05-23 20:26:22,85.9
2025-05-23 20:26:23,21.8
2025-05-23 20:26:24,10.2
2025-05-23 20:26:25,10.1
2025-05-23 20:26:26,9.8
2025-05-23 20:26:27,78.2
2025-05-23 20:26:28,10.8
2025-05-23 20:26:29,11.4
2025-05-23 20:26:30,9.2
2025-05-23 20:26:31,21.8
2025-05-23 20:26:32,82.2
2025-05-23 20:26:33,12.0
2025-05-23 20:26:34,9.0
2025-05-23 20:26:35,9.5
2025-05-23 20:26:36,26.9
2025-05-23 20:26:37,80.1
2025-05-23 20:26:38,9.8
2025-05-23 20:26:39,9.3
2025-05-23 20:26:40,9.7
2025-05-23 20:26:41,31.1
2025-05-23 20:26:42,88.4
2025-05-23 20:26:43,9.8
2025-05-23 20:26:44,11.1
2025-05-23 20:26:45,14.0
2025-05-23 20:26:46,19.1
2025-05-23 20:26:47,41.5
2025-05-23 20:26:48,11.1
2025-05-23 20:26:49,13.1
2025-05-23 20:26:50,9.1
2025-05-23 20:26:51,69.5
2025-05-23 20:26:52,15.7
2025-05-23 20:26:53,13.0
2025-05-23 20:26:54,9.7
2025-05-23 20:26:55,10.5
2025-05-23 20:26:56,92.7
2025-05-23 20:26:57,13.7
2025-05-23 20:26:58,9.8
2025-05-23 20:26:59,9.2
2025-05-23 20:27:00,13.4
2025-05-23 20:27:01,51.3
2025-05-23 20:27:02,9.1
2025-05-23 20:27:03,9.4
2025-05-23 20:27:04,10.5
2025-05-23 20:27:05,61.6
2025-05-23 20:27:06,26.1
2025-05-23 20:27:07,9.2
2025-05-23 20:27:08,10.0
2025-05-23 20:27:09,10.8
2025-05-23 20:27:10,80.6
2025-05-23 20:27:11,21.0
2025-05-23 20:27:12,12.3
2025-05-23 20:27:13,12.3
2025-05-23 20:27:14,16.3
2025-05-23 20:27:15,49.7
2025-05-23 20:27:16,11.6
2025-05-23 20:27:17,11.7
2025-05-23 20:27:18,9.4
2025-05-23 20:27:19,48.7
2025-05-23 20:27:20,11.4
2025-05-23 20:27:21,12.9
2025-05-23 20:27:22,9.7
2025-05-23 20:27:23,21.3
2025-05-23 20:27:24,49.5
2025-05-23 20:27:25,12.1
2025-05-23 20:27:26,8.9
2025-05-23 20:27:27,11.1
2025-05-23 20:27:28,51.2
2025-05-23 20:27:29,11.7
2025-05-23 20:27:30,9.2
2025-05-23 20:27:31,10.2
2025-05-23 20:27:32,27.5
2025-05-23 20:27:33,83.3
2025-05-23 20:27:34,9.5
2025-05-23 20:27:35,9.5
2025-05-23 20:27:36,11.1
2025-05-23 20:27:37,28.4
2025-05-23 20:27:38,58.1
2025-05-23 20:27:39,10.0
2025-05-23 20:27:40,11.1
2025-05-23 20:27:41,12.1
2025-05-23 20:27:42,54.0
2025-05-23 20:27:43,20.9
2025-05-23 20:27:44,11.6
2025-05-23 20:27:45,11.9
2025-05-23 20:27:46,16.9
2025-05-23 20:27:47,77.4
2025-05-23 20:27:48,11.8
2025-05-23 20:27:49,12.7
2025-05-23 20:27:50,9.0
2025-05-23 20:27:51,24.1
2025-05-23 20:27:52,61.6
2025-05-23 20:27:53,10.9
2025-05-23 20:27:54,9.9
2025-05-23 20:27:55,10.6
2025-05-23 20:27:56,51.4
2025-05-23 20:27:57,58.7
2025-05-23 20:27:58,10.4
2025-05-23 20:27:59,9.2
2025-05-23 20:28:00,10.4
2025-05-23 20:28:01,53.0
2025-05-23 20:28:02,24.2
2025-05-23 20:28:03,9.3
2025-05-23 20:28:04,11.4
2025-05-23 20:28:05,11.1
2025-05-23 20:28:06,84.1
2025-05-23 20:28:07,19.5
2025-05-23 20:28:08,10.6
2025-05-23 20:28:09,10.6
2025-05-23 20:28:10,10.3
2025-05-23 20:28:11,88.4
2025-05-23 20:28:12,16.6
2025-05-23 20:28:13,14.1
2025-05-23 20:28:14,10.3
2025-05-23 20:28:15,10.3
2025-05-23 20:28:16,50.6
2025-05-23 20:28:17,12.4
2025-05-23 20:28:18,9.2
2025-05-23 20:28:19,17.1
2025-05-23 20:28:20,55.8
2025-05-23 20:28:21,11.4
2025-05-23 20:28:22,8.9
2025-05-23 20:28:23,9.0
2025-05-23 20:28:24,23.1
2025-05-23 20:28:25,53.7
2025-05-23 20:28:26,9.8
2025-05-23 20:28:27,9.8
2025-05-23 20:28:28,10.5
2025-05-23 20:28:29,52.5
2025-05-23 20:28:30,8.4
2025-05-23 20:28:31,8.6
2025-05-23 20:28:32,11.1
2025-05-23 20:28:33,22.2
2025-05-23 20:28:34,61.4
2025-05-23 20:28:35,10.0
2025-05-23 20:28:36,10.0
2025-05-23 20:28:37,10.6
2025-05-23 20:28:38,48.7
2025-05-23 20:28:39,52.7
2025-05-23 20:28:40,11.4
2025-05-23 20:28:41,12.7
2025-05-23 20:28:42,8.9
2025-05-23 20:28:43,57.8
2025-05-23 20:28:44,35.5
2025-05-23 20:28:45,11.6
2025-05-23 20:28:46,9.7
2025-05-23 20:28:47,9.7
2025-05-23 20:28:48,75.3
2025-05-23 20:28:49,40.1
2025-05-23 20:28:50,8.7
2025-05-23 20:28:51,9.7
2025-05-23 20:28:52,11.1
2025-05-23 20:28:53,53.3
2025-05-23 20:28:54,10.0
2025-05-23 20:28:55,10.4
2025-05-23 20:28:56,11.9
2025-05-23 20:28:57,43.2
2025-05-23 20:28:58,45.3
2025-05-23 20:28:59,10.2
2025-05-23 20:29:00,12.4
2025-05-23 20:29:01,9.8
2025-05-23 20:29:02,65.8
2025-05-23 20:29:03,31.9
2025-05-23 20:29:04,11.4
2025-05-23 20:29:05,11.1
2025-05-23 20:29:06,9.2
2025-05-23 20:29:07,72.4
2025-05-23 20:29:08,11.1
2025-05-23 20:29:09,9.8
2025-05-23 20:29:10,8.4
2025-05-23 20:29:11,17.7
2025-05-23 20:29:12,79.0
2025-05-23 20:29:13,11.2
2025-05-23 20:29:14,10.3
2025-05-23 20:29:15,9.9
2025-05-23 20:29:16,32.8
2025-05-23 20:29:17,59.5
2025-05-23 20:29:18,9.5
2025-05-23 20:29:19,9.0
2025-05-23 20:29:20,11.9
2025-05-23 20:29:21,51.6
2025-05-23 20:29:22,44.5
2025-05-23 20:29:23,10.2
2025-05-23 20:29:24,11.4
2025-05-23 20:29:25,9.9
2025-05-23 20:29:26,62.6
2025-05-23 20:29:27,9.9
2025-05-23 20:29:28,11.7
2025-05-23 20:29:29,10.1
2025-05-23 20:29:30,23.3
2025-05-23 20:29:31,63.4
2025-05-23 20:29:32,12.1
2025-05-23 20:29:33,10.6
2025-05-23 20:29:34,8.7
2025-05-23 20:29:35,49.5
2025-05-23 20:29:36,40.2
2025-05-23 20:29:37,10.1
2025-05-23 20:29:38,8.4
2025-05-23 20:29:39,10.2
2025-05-23 20:29:40,70.6
2025-05-23 20:29:42,21.9
2025-05-23 20:29:43,10.6
2025-05-23 20:29:44,10.0
2025-05-23 20:29:45,11.6
2025-05-23 20:29:46,76.4
2025-05-23 20:29:47,8.9
2025-05-23 20:29:48,10.7
2025-05-23 20:29:49,12.2
2025-05-23 20:29:50,26.0
2025-05-23 20:29:51,46.3
2025-05-23 20:29:52,9.6
2025-05-23 20:29:53,11.6
2025-05-23 20:29:54,10.3
2025-05-23 20:29:55,64.0
2025-05-23 20:29:56,32.3
2025-05-23 20:29:57,12.5
2025-05-23 20:29:58,10.3
2025-05-23 20:29:59,10.8
2025-05-23 20:30:00,76.5
2025-05-23 20:30:01,11.7
2025-05-23 20:30:02,11.4
2025-05-23 20:30:03,8.9
2025-05-23 20:30:04,15.5
2025-05-23 20:30:05,72.4
2025-05-23 20:30:06,11.1
2025-05-23 20:30:07,8.9
2025-05-23 20:30:08,9.5
2025-05-23 20:30:09,39.3
2025-05-23 20:30:10,67.5
2025-05-23 20:30:11,10.6
2025-05-23 20:30:12,10.3
2025-05-23 20:30:13,12.9
2025-05-23 20:30:14,44.2
2025-05-23 20:30:15,26.9
2025-05-23 20:30:16,10.2
2025-05-23 20:30:17,12.7
2025-05-23 20:30:18,10.0
2025-05-23 20:30:19,83.2
2025-05-23 20:30:20,19.1
2025-05-23 20:30:21,11.9
2025-05-23 20:30:22,9.2
2025-05-23 20:30:23,17.6
2025-05-23 20:30:24,57.8
2025-05-23 20:30:25,10.6
2025-05-23 20:30:26,10.8
2025-05-23 20:30:27,9.2
2025-05-23 20:30:28,47.4
2025-05-23 20:30:29,41.8
2025-05-23 20:30:30,10.8
2025-05-23 20:30:31,7.9
2025-05-23 20:30:32,9.2
2025-05-23 20:30:33,72.3
2025-05-23 20:30:34,30.5
2025-05-23 20:30:35,9.2
2025-05-23 20:30:36,10.2
2025-05-23 20:30:37,11.1
2025-05-23 20:30:38,78.6
2025-05-23 20:30:39,10.5
2025-05-23 20:30:40,9.5
2025-05-23 20:30:41,12.0
2025-05-23 20:30:42,13.2
2025-05-23 20:30:43,73.0
2025-05-23 20:30:44,10.0
2025-05-23 20:30:45,12.2
2025-05-23 20:30:46,9.7
2025-05-23 20:30:47,37.7
2025-05-23 20:30:48,34.6
2025-05-23 20:30:49,13.2
2025-05-23 20:30:50,9.7
2025-05-23 20:30:51,10.2
2025-05-23 20:30:52,48.4
2025-05-23 20:30:53,11.9
2025-05-23 20:30:54,10.5
2025-05-23 20:30:55,9.4
2025-05-23 20:30:56,44.6
2025-05-23 20:30:57,30.1
2025-05-23 20:30:58,9.5
2025-05-23 20:30:59,16.5
2025-05-23 20:31:00,9.8
2025-05-23 20:31:01,51.8
2025-05-23 20:31:02,9.0
2025-05-23 20:31:03,8.9
2025-05-23 20:31:04,9.5
2025-05-23 20:31:05,46.7
2025-05-23 20:31:06,67.5
2025-05-23 20:31:07,9.8
2025-05-23 20:31:08,9.5
2025-05-23 20:31:09,10.4
2025-05-23 20:31:10,43.0
2025-05-23 20:31:11,33.8
2025-05-23 20:31:12,9.9
2025-05-23 20:31:13,13.0
2025-05-23 20:31:14,10.2
2025-05-23 20:31:15,50.5
2025-05-23 20:31:16,10.5
2025-05-23 20:31:17,12.2
2025-05-23 20:31:18,9.9
2025-05-23 20:31:19,42.3
2025-05-23 20:31:20,43.2
2025-05-23 20:31:21,13.1
2025-05-23 20:31:22,10.0
2025-05-23 20:31:23,9.6
2025-05-23 20:31:24,48.4
2025-05-23 20:31:25,13.1
2025-05-23 20:31:26,9.6
2025-05-23 20:31:27,10.5
2025-05-23 20:31:28,33.8
2025-05-23 20:31:29,69.1
2025-05-23 20:31:30,9.4
2025-05-23 20:31:31,10.1
2025-05-23 20:31:32,11.0
2025-05-23 20:31:33,52.2
2025-05-23 20:31:34,59.3
2025-05-23 20:31:35,9.3
2025-05-23 20:31:36,9.7
2025-05-23 20:31:37,11.4
2025-05-23 20:31:38,50.4
2025-05-23 20:31:39,18.0
2025-05-23 20:31:40,10.5
2025-05-23 20:31:41,13.2
2025-05-23 20:31:42,8.9
2025-05-23 20:31:43,73.0
2025-05-23 20:31:44,10.0
2025-05-23 20:31:45,12.8
2025-05-23 20:31:46,9.4
2025-05-23 20:31:47,31.6
2025-05-23 20:31:48,57.0
2025-05-23 20:31:49,13.3
2025-05-23 20:31:50,10.3
2025-05-23 20:31:51,8.9
2025-05-23 20:31:52,55.4
2025-05-23 20:31:53,55.3
2025-05-23 20:31:54,9.4
2025-05-23 20:31:55,9.2
2025-05-23 20:31:56,10.3
2025-05-23 20:31:57,57.8
2025-05-23 20:31:58,31.7
2025-05-23 20:31:59,10.3
2025-05-23 20:32:00,10.8
2025-05-23 20:32:01,11.9
2025-05-23 20:32:02,78.9
2025-05-23 20:32:03,23.2
2025-05-23 20:32:04,10.3
2025-05-23 20:32:05,11.6
2025-05-23 20:32:06,9.4
2025-05-23 20:32:07,59.8
2025-05-23 20:32:08,10.3
2025-05-23 20:32:09,11.1
2025-05-23 20:32:10,9.9
2025-05-23 20:32:11,41.2
2025-05-23 20:32:12,24.3
2025-05-23 20:32:13,13.0
2025-05-23 20:32:14,9.3
2025-05-23 20:32:15,8.4
2025-05-23 20:32:16,61.2
2025-05-23 20:32:17,13.3
2025-05-23 20:32:18,8.2
2025-05-23 20:32:19,8.4
2025-05-23 20:32:20,43.5
2025-05-23 20:32:21,65.6
2025-05-23 20:32:22,10.5
2025-05-23 20:32:23,10.5
2025-05-23 20:32:24,9.7
2025-05-23 20:32:25,46.3
2025-05-23 20:32:26,18.2
2025-05-23 20:32:27,9.8
2025-05-23 20:32:28,11.6
2025-05-23 20:32:29,12.6
2025-05-23 20:32:30,48.0
2025-05-23 20:32:31,9.5
2025-05-23 20:32:32,18.6
2025-05-23 20:32:33,11.9
2025-05-23 20:32:34,58.2
2025-05-23 20:32:35,42.3
2025-05-23 20:32:36,10.5
2025-05-23 20:32:37,10.8
2025-05-23 20:32:38,9.7
2025-05-23 20:32:39,52.5
2025-05-23 20:32:40,11.3
2025-05-23 20:32:41,12.7
2025-05-23 20:32:42,8.9
2025-05-23 20:32:43,31.0
2025-05-23 20:32:44,41.0
2025-05-23 20:32:45,11.7
2025-05-23 20:32:46,9.7
2025-05-23 20:32:47,8.6
2025-05-23 20:32:48,72.1
2025-05-23 20:32:49,18.0
2025-05-23 20:32:50,9.7
2025-05-23 20:32:51,8.9
2025-05-23 20:32:52,10.0
2025-05-23 20:32:53,69.0
2025-05-23 20:32:54,9.8
2025-05-23 20:32:55,18.0
2025-05-23 20:32:56,14.4
2025-05-23 20:32:57,47.9
2025-05-23 20:32:58,28.7
