timestamp,state,matrix_size_used
2025-05-23 17:05:02,normal,2200
2025-05-23 17:05:03,sleeping,0
2025-05-23 17:05:04,normal,1600
2025-05-23 17:05:04,sleeping,0
2025-05-23 17:05:06,normal,1600
2025-05-23 17:05:06,sleeping,0
2025-05-23 17:05:08,normal,2200
2025-05-23 17:05:08,sleeping,0
2025-05-23 17:05:09,normal,1600
2025-05-23 17:05:10,sleeping,0
2025-05-23 17:05:11,normal,1800
2025-05-23 17:05:11,sleeping,0
2025-05-23 17:05:13,normal,2200
2025-05-23 17:05:13,sleeping,0
2025-05-23 17:05:15,normal,1600
2025-05-23 17:05:15,sleeping,0
2025-05-23 17:05:16,normal,2200
2025-05-23 17:05:17,sleeping,0
2025-05-23 17:05:18,normal,1600
2025-05-23 17:05:18,sleeping,0
2025-05-23 17:05:20,normal,2200
2025-05-23 17:05:20,sleeping,0
2025-05-23 17:05:22,normal,2200
2025-05-23 17:05:22,sleeping,0
2025-05-23 17:05:24,normal,1800
2025-05-23 17:05:24,sleeping,0
2025-05-23 17:05:25,normal,2200
2025-05-23 17:05:26,sleeping,0
2025-05-23 17:05:27,normal,1200
2025-05-23 17:05:27,sleeping,0
2025-05-23 17:05:29,normal,2200
2025-05-23 17:05:29,sleeping,0
2025-05-23 17:05:31,normal,1800
2025-05-23 17:05:31,sleeping,0
2025-05-23 17:05:33,normal,1600
2025-05-23 17:05:33,sleeping,0
2025-05-23 17:05:34,normal,1600
2025-05-23 17:05:34,sleeping,0
2025-05-23 17:05:36,normal,2200
2025-05-23 17:05:36,sleeping,0
2025-05-23 17:05:38,normal,1800
2025-05-23 17:05:38,sleeping,0
2025-05-23 17:05:39,normal,2200
2025-05-23 17:05:40,sleeping,0
2025-05-23 17:05:41,normal,2200
2025-05-23 17:05:42,sleeping,0
2025-05-23 17:05:43,normal,1800
2025-05-23 17:05:43,sleeping,0
2025-05-23 17:05:45,normal,2200
2025-05-23 17:05:45,sleeping,0
2025-05-23 17:05:47,normal,1200
2025-05-23 17:05:47,sleeping,0
2025-05-23 17:05:48,normal,2200
2025-05-23 17:05:49,sleeping,0
2025-05-23 17:05:50,normal,1600
2025-05-23 17:05:50,sleeping,0
2025-05-23 17:05:52,normal,1200
2025-05-23 17:05:52,sleeping,0
2025-05-23 17:05:54,normal,1200
2025-05-23 17:05:54,sleeping,0
2025-05-23 17:05:55,normal,1800
2025-05-23 17:05:55,sleeping,0
2025-05-23 17:05:57,normal,2200
2025-05-23 17:05:57,sleeping,0
2025-05-23 17:05:59,normal,1600
2025-05-23 17:05:59,sleeping,0
2025-05-23 17:06:00,normal,2200
2025-05-23 17:06:01,sleeping,0
2025-05-23 17:06:02,normal,1800
2025-05-23 17:06:02,sleeping,0
2025-05-23 17:06:04,normal,1600
2025-05-23 17:06:04,sleeping,0
2025-05-23 17:06:06,normal,2200
2025-05-23 17:06:06,sleeping,0
2025-05-23 17:06:07,normal,1200
2025-05-23 17:06:08,sleeping,0
2025-05-23 17:06:09,normal,1600
2025-05-23 17:06:09,sleeping,0
2025-05-23 17:06:11,normal,2200
2025-05-23 17:06:11,sleeping,0
2025-05-23 17:06:13,normal,1600
2025-05-23 17:06:13,sleeping,0
2025-05-23 17:06:14,normal,2200
2025-05-23 17:06:15,sleeping,0
2025-05-23 17:06:16,normal,2200
2025-05-23 17:06:17,sleeping,0
2025-05-23 17:06:18,normal,1800
2025-05-23 17:06:18,sleeping,0
2025-05-23 17:06:20,normal,1200
2025-05-23 17:06:20,sleeping,0
2025-05-23 17:06:21,normal,1600
2025-05-23 17:06:22,sleeping,0
2025-05-23 17:06:23,normal,1600
2025-05-23 17:06:23,sleeping,0
2025-05-23 17:06:25,normal,1600
2025-05-23 17:06:25,sleeping,0
2025-05-23 17:06:26,normal,2200
2025-05-23 17:06:27,sleeping,0
2025-05-23 17:06:28,normal,2200
2025-05-23 17:06:29,sleeping,0
2025-05-23 17:06:30,normal,1800
2025-05-23 17:06:30,sleeping,0
2025-05-23 17:06:32,normal,1600
2025-05-23 17:06:32,sleeping,0
2025-05-23 17:06:34,normal,2200
2025-05-23 17:06:34,sleeping,0
2025-05-23 17:06:35,normal,2200
2025-05-23 17:06:36,sleeping,0
2025-05-23 17:06:37,normal,2200
2025-05-23 17:06:38,sleeping,0
2025-05-23 17:06:39,normal,1600
2025-05-23 17:06:39,sleeping,0
2025-05-23 17:06:41,normal,2200
2025-05-23 17:06:41,sleeping,0
2025-05-23 17:06:43,normal,1600
2025-05-23 17:06:43,sleeping,0
2025-05-23 17:06:45,normal,1800
2025-05-23 17:06:45,sleeping,0
2025-05-23 17:06:46,normal,2200
2025-05-23 17:06:47,sleeping,0
2025-05-23 17:06:48,normal,2200
2025-05-23 17:06:49,sleeping,0
2025-05-23 17:06:50,normal,1800
2025-05-23 17:06:50,sleeping,0
2025-05-23 17:06:52,normal,2200
2025-05-23 17:06:52,sleeping,0
2025-05-23 17:06:54,normal,1800
2025-05-23 17:06:54,sleeping,0
2025-05-23 17:06:56,normal,2200
2025-05-23 17:06:56,sleeping,0
2025-05-23 17:06:58,normal,1800
2025-05-23 17:06:58,sleeping,0
2025-05-23 17:06:59,normal,1600
2025-05-23 17:06:59,sleeping,0
2025-05-23 17:07:01,normal,1200
2025-05-23 17:07:01,sleeping,0
2025-05-23 17:07:03,normal,2200
2025-05-23 17:07:03,sleeping,0
2025-05-23 17:07:04,normal,2200
2025-05-23 17:07:05,sleeping,0
2025-05-23 17:07:06,normal,1600
2025-05-23 17:07:07,sleeping,0
2025-05-23 17:07:08,normal,1800
2025-05-23 17:07:08,sleeping,0
2025-05-23 17:07:10,normal,1200
2025-05-23 17:07:10,sleeping,0
2025-05-23 17:07:11,normal,1800
2025-05-23 17:07:12,sleeping,0
2025-05-23 17:07:13,normal,1600
2025-05-23 17:07:13,sleeping,0
2025-05-23 17:07:15,normal,1200
2025-05-23 17:07:15,sleeping,0
2025-05-23 17:07:16,normal,1200
2025-05-23 17:07:16,sleeping,0
2025-05-23 17:07:18,normal,1600
2025-05-23 17:07:18,sleeping,0
2025-05-23 17:07:20,normal,1600
2025-05-23 17:07:20,sleeping,0
2025-05-23 17:07:21,normal,1600
2025-05-23 17:07:21,sleeping,0
2025-05-23 17:07:23,normal,1600
2025-05-23 17:07:23,sleeping,0
2025-05-23 17:07:25,normal,1800
2025-05-23 17:07:25,sleeping,0
2025-05-23 17:07:26,normal,1800
2025-05-23 17:07:26,sleeping,0
2025-05-23 17:07:28,normal,1800
2025-05-23 17:07:28,sleeping,0
2025-05-23 17:07:30,normal,1800
2025-05-23 17:07:30,sleeping,0
2025-05-23 17:07:31,normal,1800
2025-05-23 17:07:32,sleeping,0
2025-05-23 17:07:33,normal,1200
2025-05-23 17:07:33,sleeping,0
2025-05-23 17:07:35,normal,2200
2025-05-23 17:07:35,sleeping,0
2025-05-23 17:07:37,normal,1600
2025-05-23 17:07:37,sleeping,0
2025-05-23 17:07:38,normal,2200
2025-05-23 17:07:39,sleeping,0
2025-05-23 17:07:40,normal,1800
2025-05-23 17:07:40,sleeping,0
2025-05-23 17:07:42,normal,1800
2025-05-23 17:07:42,sleeping,0
2025-05-23 17:07:44,normal,2200
2025-05-23 17:07:44,sleeping,0
2025-05-23 17:07:45,normal,2200
2025-05-23 17:07:46,sleeping,0
2025-05-23 17:07:47,normal,1800
2025-05-23 17:07:48,sleeping,0
2025-05-23 17:07:49,normal,1800
2025-05-23 17:07:49,sleeping,0
2025-05-23 17:07:51,normal,2200
2025-05-23 17:07:51,sleeping,0
2025-05-23 17:07:53,normal,1600
2025-05-23 17:07:53,sleeping,0
2025-05-23 17:07:54,normal,1200
2025-05-23 17:07:54,sleeping,0
2025-05-23 17:07:56,normal,1200
2025-05-23 17:07:56,sleeping,0
2025-05-23 17:07:58,normal,1200
2025-05-23 17:07:58,sleeping,0
2025-05-23 17:07:59,normal,1200
2025-05-23 17:07:59,sleeping,0
2025-05-23 17:08:01,normal,2200
2025-05-23 17:08:01,sleeping,0
2025-05-23 17:08:03,normal,1600
2025-05-23 17:08:03,sleeping,0
2025-05-23 17:08:04,normal,2200
2025-05-23 17:08:05,sleeping,0
2025-05-23 17:08:06,normal,2200
2025-05-23 17:08:07,sleeping,0
2025-05-23 17:08:08,normal,1200
2025-05-23 17:08:08,sleeping,0
2025-05-23 17:08:10,normal,1600
2025-05-23 17:08:10,sleeping,0
2025-05-23 17:08:11,normal,1200
2025-05-23 17:08:11,sleeping,0
2025-05-23 17:08:13,normal,1600
2025-05-23 17:08:13,sleeping,0
2025-05-23 17:08:15,normal,1200
2025-05-23 17:08:15,sleeping,0
2025-05-23 17:08:16,normal,1600
2025-05-23 17:08:16,sleeping,0
2025-05-23 17:08:18,normal,1800
2025-05-23 17:08:18,sleeping,0
2025-05-23 17:08:19,normal,1800
2025-05-23 17:08:20,sleeping,0
2025-05-23 17:08:21,normal,1600
2025-05-23 17:08:21,sleeping,0
2025-05-23 17:08:23,normal,1600
2025-05-23 17:08:23,sleeping,0
2025-05-23 17:08:24,normal,2200
2025-05-23 17:08:25,sleeping,0
2025-05-23 17:08:26,normal,1800
2025-05-23 17:08:27,sleeping,0
2025-05-23 17:08:28,normal,2200
2025-05-23 17:08:28,sleeping,0
2025-05-23 17:08:30,normal,2200
2025-05-23 17:08:30,sleeping,0
2025-05-23 17:08:32,normal,1600
2025-05-23 17:08:32,sleeping,0
2025-05-23 17:08:34,normal,1200
2025-05-23 17:08:34,sleeping,0
2025-05-23 17:08:35,normal,1200
2025-05-23 17:08:35,sleeping,0
2025-05-23 17:08:37,normal,2200
2025-05-23 17:08:37,sleeping,0
2025-05-23 17:08:39,normal,1200
2025-05-23 17:08:39,sleeping,0
2025-05-23 17:08:40,normal,1600
2025-05-23 17:08:40,sleeping,0
2025-05-23 17:08:42,normal,1800
2025-05-23 17:08:42,sleeping,0
2025-05-23 17:08:44,normal,2200
2025-05-23 17:08:44,sleeping,0
2025-05-23 17:08:45,normal,1600
2025-05-23 17:08:46,sleeping,0
2025-05-23 17:08:47,normal,2200
2025-05-23 17:08:48,sleeping,0
2025-05-23 17:08:49,normal,2200
2025-05-23 17:08:49,sleeping,0
2025-05-23 17:08:51,normal,1600
2025-05-23 17:08:51,sleeping,0
2025-05-23 17:08:53,normal,1200
2025-05-23 17:08:53,sleeping,0
2025-05-23 17:08:54,normal,1600
2025-05-23 17:08:54,sleeping,0
2025-05-23 17:08:56,normal,1200
2025-05-23 17:08:56,sleeping,0
2025-05-23 17:08:57,normal,2200
2025-05-23 17:08:58,sleeping,0
2025-05-23 17:08:59,normal,1800
2025-05-23 17:08:59,sleeping,0
2025-05-23 17:09:01,normal,1600
2025-05-23 17:09:01,sleeping,0
2025-05-23 17:09:03,normal,1800
2025-05-23 17:09:03,sleeping,0
2025-05-23 17:09:04,normal,2200
2025-05-23 17:09:05,sleeping,0
2025-05-23 17:09:06,normal,1800
2025-05-23 17:09:06,sleeping,0
2025-05-23 17:09:08,normal,1200
2025-05-23 17:09:08,sleeping,0
2025-05-23 17:09:09,normal,1800
2025-05-23 17:09:10,sleeping,0
2025-05-23 17:09:11,normal,2200
2025-05-23 17:09:12,sleeping,0
2025-05-23 17:09:13,normal,1200
2025-05-23 17:09:13,sleeping,0
2025-05-23 17:09:15,normal,2200
2025-05-23 17:09:15,sleeping,0
2025-05-23 17:09:17,normal,2200
2025-05-23 17:09:17,sleeping,0
2025-05-23 17:09:18,normal,1600
2025-05-23 17:09:19,sleeping,0
2025-05-23 17:09:20,normal,1600
2025-05-23 17:09:20,sleeping,0
2025-05-23 17:09:22,normal,2200
2025-05-23 17:09:22,sleeping,0
2025-05-23 17:09:24,normal,2200
2025-05-23 17:09:24,sleeping,0
2025-05-23 17:09:26,normal,1200
2025-05-23 17:09:26,sleeping,0
2025-05-23 17:09:27,normal,1600
2025-05-23 17:09:27,sleeping,0
2025-05-23 17:09:29,normal,1600
2025-05-23 17:09:29,sleeping,0
2025-05-23 17:09:30,normal,1800
2025-05-23 17:09:31,sleeping,0
2025-05-23 17:09:32,normal,1600
2025-05-23 17:09:32,sleeping,0
2025-05-23 17:09:34,normal,1800
2025-05-23 17:09:34,sleeping,0
2025-05-23 17:09:36,normal,2200
2025-05-23 17:09:36,sleeping,0
2025-05-23 17:09:37,normal,1800
2025-05-23 17:09:38,sleeping,0
2025-05-23 17:09:39,normal,2200
2025-05-23 17:09:40,sleeping,0
2025-05-23 17:09:41,normal,1200
2025-05-23 17:09:41,sleeping,0
2025-05-23 17:09:43,normal,1600
2025-05-23 17:09:43,sleeping,0
2025-05-23 17:09:44,normal,2200
2025-05-23 17:09:45,sleeping,0
2025-05-23 17:09:46,normal,1200
2025-05-23 17:09:46,sleeping,0
2025-05-23 17:09:48,normal,1800
2025-05-23 17:09:48,sleeping,0
2025-05-23 17:09:49,normal,1800
2025-05-23 17:09:50,sleeping,0
2025-05-23 17:09:51,normal,2200
2025-05-23 17:09:52,sleeping,0
2025-05-23 17:09:53,normal,1800
2025-05-23 17:09:53,sleeping,0
2025-05-23 17:09:55,normal,1800
2025-05-23 17:09:55,sleeping,0
2025-05-23 17:09:56,normal,2200
2025-05-23 17:09:57,sleeping,0
2025-05-23 17:09:58,normal,2200
2025-05-23 17:09:59,sleeping,0
2025-05-23 17:10:00,normal,1600
2025-05-23 17:10:00,sleeping,0
2025-05-23 17:10:02,normal,2200
2025-05-23 17:10:02,sleeping,0
2025-05-23 17:10:04,normal,1200
2025-05-23 17:10:04,sleeping,0
2025-05-23 17:10:05,normal,1200
2025-05-23 17:10:05,sleeping,0
2025-05-23 17:10:07,normal,2200
2025-05-23 17:10:07,sleeping,0
2025-05-23 17:10:09,normal,1600
2025-05-23 17:10:09,sleeping,0
2025-05-23 17:10:10,normal,2200
2025-05-23 17:10:11,sleeping,0
2025-05-23 17:10:12,normal,1600
2025-05-23 17:10:13,sleeping,0
2025-05-23 17:10:14,normal,1600
2025-05-23 17:10:14,sleeping,0
2025-05-23 17:10:16,normal,1600
2025-05-23 17:10:16,sleeping,0
2025-05-23 17:10:17,normal,1200
2025-05-23 17:10:17,sleeping,0
2025-05-23 17:10:19,normal,2200
2025-05-23 17:10:19,sleeping,0
2025-05-23 17:10:21,normal,1800
2025-05-23 17:10:21,sleeping,0
2025-05-23 17:10:23,normal,1600
2025-05-23 17:10:23,sleeping,0
2025-05-23 17:10:24,normal,1800
2025-05-23 17:10:24,sleeping,0
2025-05-23 17:10:26,normal,2200
2025-05-23 17:10:26,sleeping,0
2025-05-23 17:10:28,normal,1800
2025-05-23 17:10:28,sleeping,0
2025-05-23 17:10:30,normal,2200
2025-05-23 17:10:30,sleeping,0
2025-05-23 17:10:31,normal,1600
2025-05-23 17:10:32,sleeping,0
2025-05-23 17:10:33,normal,1200
2025-05-23 17:10:33,sleeping,0
2025-05-23 17:10:35,normal,1800
2025-05-23 17:10:35,sleeping,0
2025-05-23 17:10:36,normal,1200
2025-05-23 17:10:37,sleeping,0
2025-05-23 17:10:38,normal,1800
2025-05-23 17:10:38,sleeping,0
2025-05-23 17:10:40,normal,2200
2025-05-23 17:10:40,sleeping,0
2025-05-23 17:10:42,normal,1200
2025-05-23 17:10:42,sleeping,0
2025-05-23 17:10:43,normal,1200
2025-05-23 17:10:43,sleeping,0
2025-05-23 17:10:45,normal,1800
2025-05-23 17:10:45,sleeping,0
2025-05-23 17:10:47,normal,1200
2025-05-23 17:10:47,sleeping,0
2025-05-23 17:10:48,normal,1200
2025-05-23 17:10:48,sleeping,0
2025-05-23 17:10:50,normal,1200
2025-05-23 17:10:50,sleeping,0
2025-05-23 17:10:51,normal,2200
2025-05-23 17:10:52,sleeping,0
2025-05-23 17:10:53,normal,2200
2025-05-23 17:10:54,sleeping,0
2025-05-23 17:10:55,normal,1800
2025-05-23 17:10:55,sleeping,0
2025-05-23 17:10:57,normal,1600
2025-05-23 17:10:57,sleeping,0
2025-05-23 17:10:58,normal,2200
2025-05-23 17:10:59,sleeping,0
2025-05-23 17:11:00,normal,1800
2025-05-23 17:11:01,sleeping,0
2025-05-23 17:11:02,normal,2200
2025-05-23 17:11:02,sleeping,0
2025-05-23 17:11:04,normal,2200
2025-05-23 17:11:04,sleeping,0
2025-05-23 17:11:06,normal,1800
2025-05-23 17:11:06,sleeping,0
2025-05-23 17:11:08,normal,2200
2025-05-23 17:11:08,sleeping,0
2025-05-23 17:11:09,normal,2200
2025-05-23 17:11:10,sleeping,0
2025-05-23 17:11:11,normal,1200
2025-05-23 17:11:11,sleeping,0
2025-05-23 17:11:13,normal,1200
2025-05-23 17:11:13,sleeping,0
2025-05-23 17:11:14,normal,1800
2025-05-23 17:11:15,sleeping,0
2025-05-23 17:11:16,normal,1600
2025-05-23 17:11:16,sleeping,0
2025-05-23 17:11:18,normal,1600
2025-05-23 17:11:18,sleeping,0
2025-05-23 17:11:19,normal,1800
2025-05-23 17:11:20,sleeping,0
2025-05-23 17:11:21,normal,1600
2025-05-23 17:11:21,sleeping,0
2025-05-23 17:11:23,normal,1800
2025-05-23 17:11:23,sleeping,0
2025-05-23 17:11:25,normal,2200
2025-05-23 17:11:25,sleeping,0
2025-05-23 17:11:26,normal,2200
2025-05-23 17:11:27,sleeping,0
2025-05-23 17:11:28,normal,2200
2025-05-23 17:11:29,sleeping,0
2025-05-23 17:11:30,normal,2200
2025-05-23 17:11:31,sleeping,0
2025-05-23 17:11:32,normal,1800
2025-05-23 17:11:32,sleeping,0
2025-05-23 17:11:34,normal,2200
2025-05-23 17:11:34,sleeping,0
2025-05-23 17:11:36,normal,1600
2025-05-23 17:11:36,sleeping,0
2025-05-23 17:11:37,normal,2200
2025-05-23 17:11:38,sleeping,0
2025-05-23 17:11:39,normal,1800
2025-05-23 17:11:40,sleeping,0
2025-05-23 17:11:41,normal,2200
2025-05-23 17:11:41,sleeping,0
2025-05-23 17:11:43,normal,1600
2025-05-23 17:11:43,sleeping,0
2025-05-23 17:11:45,normal,1800
2025-05-23 17:11:45,sleeping,0
2025-05-23 17:11:46,normal,1600
2025-05-23 17:11:46,sleeping,0
2025-05-23 17:11:48,normal,1200
2025-05-23 17:11:48,sleeping,0
2025-05-23 17:11:50,normal,1200
2025-05-23 17:11:50,sleeping,0
2025-05-23 17:11:51,normal,1200
2025-05-23 17:11:51,sleeping,0
2025-05-23 17:11:53,normal,1800
2025-05-23 17:11:53,sleeping,0
2025-05-23 17:11:54,normal,1600
2025-05-23 17:11:55,sleeping,0
2025-05-23 17:11:56,normal,1800
2025-05-23 17:11:56,sleeping,0
2025-05-23 17:11:58,normal,1600
2025-05-23 17:11:58,sleeping,0
2025-05-23 17:11:59,normal,1200
2025-05-23 17:12:00,sleeping,0
2025-05-23 17:12:01,normal,1800
2025-05-23 17:12:01,sleeping,0
2025-05-23 17:12:03,normal,1600
2025-05-23 17:12:03,sleeping,0
2025-05-23 17:12:04,normal,1600
2025-05-23 17:12:05,sleeping,0
2025-05-23 17:12:06,normal,1600
2025-05-23 17:12:06,sleeping,0
2025-05-23 17:12:08,normal,1800
2025-05-23 17:12:08,sleeping,0
2025-05-23 17:12:09,normal,2200
2025-05-23 17:12:10,sleeping,0
2025-05-23 17:12:11,normal,1800
2025-05-23 17:12:12,sleeping,0
2025-05-23 17:12:13,normal,1800
2025-05-23 17:12:13,sleeping,0
2025-05-23 17:12:15,normal,1200
2025-05-23 17:12:15,sleeping,0
2025-05-23 17:12:16,normal,1600
2025-05-23 17:12:17,sleeping,0
2025-05-23 17:12:18,normal,1600
2025-05-23 17:12:18,sleeping,0
2025-05-23 17:12:20,normal,1200
2025-05-23 17:12:20,sleeping,0
2025-05-23 17:12:21,normal,1600
2025-05-23 17:12:21,sleeping,0
2025-05-23 17:12:23,normal,1800
2025-05-23 17:12:23,sleeping,0
2025-05-23 17:12:25,normal,1800
2025-05-23 17:12:25,sleeping,0
2025-05-23 17:12:26,normal,1800
2025-05-23 17:12:27,sleeping,0
2025-05-23 17:12:28,normal,1200
2025-05-23 17:12:28,sleeping,0
2025-05-23 17:12:30,normal,1800
2025-05-23 17:12:30,sleeping,0
2025-05-23 17:12:31,normal,1800
2025-05-23 17:12:32,sleeping,0
2025-05-23 17:12:33,normal,1800
2025-05-23 17:12:33,sleeping,0
2025-05-23 17:12:35,normal,2200
2025-05-23 17:12:35,sleeping,0
2025-05-23 17:12:37,normal,1200
2025-05-23 17:12:37,sleeping,0
2025-05-23 17:12:38,normal,1800
2025-05-23 17:12:39,sleeping,0
2025-05-23 17:12:40,normal,1800
2025-05-23 17:12:40,sleeping,0
2025-05-23 17:12:42,normal,1800
2025-05-23 17:12:42,sleeping,0
2025-05-23 17:12:44,normal,1600
2025-05-23 17:12:44,sleeping,0
2025-05-23 17:12:45,normal,2200
2025-05-23 17:12:46,sleeping,0
2025-05-23 17:12:47,normal,1200
2025-05-23 17:12:47,sleeping,0
2025-05-23 17:12:49,normal,1200
2025-05-23 17:12:49,sleeping,0
2025-05-23 17:12:50,normal,1800
2025-05-23 17:12:50,sleeping,0
2025-05-23 17:12:52,normal,1800
2025-05-23 17:12:52,sleeping,0
2025-05-23 17:12:54,normal,2200
2025-05-23 17:12:54,sleeping,0
2025-05-23 17:12:56,normal,1200
2025-05-23 17:12:56,sleeping,0
2025-05-23 17:12:57,normal,2200
2025-05-23 17:12:58,sleeping,0
2025-05-23 17:12:59,normal,1200
2025-05-23 17:12:59,sleeping,0
2025-05-23 17:13:01,normal,1200
2025-05-23 17:13:01,sleeping,0
2025-05-23 17:13:02,normal,2200
2025-05-23 17:13:03,sleeping,0
2025-05-23 17:13:04,normal,1200
2025-05-23 17:13:04,sleeping,0
2025-05-23 17:13:06,normal,1800
2025-05-23 17:13:06,sleeping,0
2025-05-23 17:13:07,normal,2200
2025-05-23 17:13:08,sleeping,0
2025-05-23 17:13:09,normal,1800
2025-05-23 17:13:10,sleeping,0
2025-05-23 17:13:11,normal,2200
2025-05-23 17:13:11,sleeping,0
2025-05-23 17:13:13,normal,2200
2025-05-23 17:13:13,sleeping,0
2025-05-23 17:13:15,normal,2200
2025-05-23 17:13:15,sleeping,0
2025-05-23 17:13:17,normal,1600
2025-05-23 17:13:17,sleeping,0
2025-05-23 17:13:18,normal,2200
2025-05-23 17:13:19,sleeping,0
2025-05-23 17:13:20,normal,1800
2025-05-23 17:13:20,sleeping,0
2025-05-23 17:13:22,normal,2200
2025-05-23 17:13:22,sleeping,0
2025-05-23 17:13:24,normal,1200
2025-05-23 17:13:24,sleeping,0
2025-05-23 17:13:25,normal,2200
2025-05-23 17:13:26,sleeping,0
2025-05-23 17:13:27,normal,1600
2025-05-23 17:13:27,sleeping,0
2025-05-23 17:13:29,normal,1800
2025-05-23 17:13:29,sleeping,0
2025-05-23 17:13:31,normal,1200
2025-05-23 17:13:31,sleeping,0
2025-05-23 17:13:32,normal,2200
2025-05-23 17:13:33,sleeping,0
2025-05-23 17:13:34,normal,1800
2025-05-23 17:13:34,sleeping,0
2025-05-23 17:13:36,normal,1800
2025-05-23 17:13:36,sleeping,0
2025-05-23 17:13:38,normal,2200
2025-05-23 17:13:38,sleeping,0
2025-05-23 17:13:39,normal,1800
2025-05-23 17:13:40,sleeping,0
2025-05-23 17:13:41,normal,1800
2025-05-23 17:13:41,sleeping,0
2025-05-23 17:13:43,normal,2200
2025-05-23 17:13:43,sleeping,0
2025-05-23 17:13:45,normal,1600
2025-05-23 17:13:45,sleeping,0
2025-05-23 17:13:46,normal,2200
2025-05-23 17:13:47,sleeping,0
2025-05-23 17:13:48,normal,1200
2025-05-23 17:13:48,sleeping,0
2025-05-23 17:13:50,normal,1600
2025-05-23 17:13:50,sleeping,0
2025-05-23 17:13:52,normal,1600
2025-05-23 17:13:52,sleeping,0
2025-05-23 17:13:53,normal,1600
2025-05-23 17:13:53,sleeping,0
2025-05-23 17:13:55,normal,1200
2025-05-23 17:13:55,sleeping,0
2025-05-23 17:13:57,normal,1600
2025-05-23 17:13:57,sleeping,0
2025-05-23 17:13:58,normal,2200
2025-05-23 17:13:59,sleeping,0
2025-05-23 17:14:00,normal,1600
2025-05-23 17:14:00,sleeping,0
2025-05-23 17:14:02,normal,2200
2025-05-23 17:14:02,sleeping,0
2025-05-23 17:14:04,normal,1800
2025-05-23 17:14:04,sleeping,0
2025-05-23 17:14:05,normal,1200
2025-05-23 17:14:06,sleeping,0
2025-05-23 17:14:07,normal,1200
2025-05-23 17:14:07,sleeping,0
2025-05-23 17:14:09,normal,2200
2025-05-23 17:14:09,sleeping,0
2025-05-23 17:14:10,normal,1600
2025-05-23 17:14:11,sleeping,0
2025-05-23 17:14:12,normal,1200
2025-05-23 17:14:12,sleeping,0
2025-05-23 17:14:14,normal,1800
2025-05-23 17:14:14,sleeping,0
2025-05-23 17:14:15,normal,1800
2025-05-23 17:14:16,sleeping,0
2025-05-23 17:14:17,normal,2200
2025-05-23 17:14:18,sleeping,0
2025-05-23 17:14:19,normal,2200
2025-05-23 17:14:19,sleeping,0
2025-05-23 17:14:21,normal,1600
2025-05-23 17:14:21,sleeping,0
2025-05-23 17:14:23,normal,1200
2025-05-23 17:14:23,sleeping,0
2025-05-23 17:14:24,normal,1800
2025-05-23 17:14:24,sleeping,0
2025-05-23 17:14:26,normal,2200
2025-05-23 17:14:26,sleeping,0
2025-05-23 17:14:28,normal,1200
2025-05-23 17:14:28,sleeping,0
2025-05-23 17:14:29,normal,2200
2025-05-23 17:14:30,sleeping,0
2025-05-23 17:14:31,normal,1600
2025-05-23 17:14:31,sleeping,0
2025-05-23 17:14:33,normal,1600
2025-05-23 17:14:33,sleeping,0
